nom;ville
CH de Carpentras;Carpentras
Service de Santé au Travail GEST 05 GAP (réservé au public prioritaire);Gap
Centre de vaccination Terre de Camargue;Aigues-Mortes
Salle polyvalente L'ISLE-JOURDAIN;L'Isle-Jourdain
SOS Médecin Paris 17e;Paris
MSP Vayrac;Vayrac
MSP MARVEJOLS;Marvejols
ST PONS DE THOMIERES CASERNE DES SAPEURS POMPIERS;Saint-Pons-de-Thomières
OLONZAC CASERNE DES SAPEURS POMPIERS;Olonzac
CHI ESPALION;Espalion
Centre de vaccination Pyrénées Audoises;Quillan
Centre de vaccination - Montcuq;Montcuq-en-Quercy-Blanc
MSP de La CANOURGUE;La Canourgue
Centre de vaccination St Martin de Londres;Saint-Martin-de-Londres
Centre de vaccination Vauvert - Petite Camargue;Vauvert
centre de vaccination Valence d'Agen;Valence
Centre de vaccination - institut de formation en ergothérapie;Nevers
Centre Vaccination Le Vigan;Le Vigan
Centre de Vaccination - REZE - Confluent;Nantes
Centre de Vaccination - LE MANS – Centre hospitalier – Centre Covid Vaccination;Le Mans
Centre de vaccination COVID - LA ROCHE SUR YON - Petite salle des fêtes du Bourg-sous-la Roche;La Roche-sur-Yon
Centre de Vaccination - VILLAINES LA JUHEL - Salle Omnisports;Villaines-la-Juhel
Centre de Vaccination - CRAON - Centre Hospitalier Sud Ouest Mayennais ;Craon
Centre de Vaccination - LA FLECHE - Salle Printania;La Flèche
Centre de vaccination - LAVAL - Salle polyvalente ;Laval
Centre de vaccination - SILLE LE GUILLAUME - Centre Maurice Termeau ;Sillé-le-Guillaume
Maison de la Culture et des Association;Pertuis
Centre de vaccination de la ville de Nice;Nice
Gare Maritime;Cannes
Centre de vaccination de GAP - ALP’ARENA;Gap
APHM Hôpital Sainte Marguerite;Marseille
CH de la Dracénie Draguignan;Draguignan
Hopital de Breil / MSP de la Roya;Breil-sur-Roya
Maison médicale de Garde de la Timone;Marseille
Centre de vaccination de la CPTS du Pays d’Arles - Salle des fêtes;Arles
Salle du Grès;Martigues
Conseil départemental centre de PMI;Marseille
CPTS SANTE LUB / LAURIS;Lauris
CPTS Tinée Vésubie -  site MSP de la Haute Tinée;Saint-Étienne-de-Tinée
CPTS Tinée Vésubie - Site MSP de Roquebillière;Roquebillière
CPTS Tinée Vésubie - Site MSP Valdeblore;Valdeblore
Polyclinique Saint Jean;Cagnes-sur-Mer
Centre Aix en Provence;Aix-en-Provence
Hôpital Clairval - Centre de soins urgents;Marseille
Ancienne Trésorerie - Castellane;Castellane
Antenne de vaccination CCAS de la Trinité;La Trinité
Centre de Vaccination COVID d’Aubagne / Espace du Bras d'Or ;Aubagne
MSP - SORGUES - ;Sorgues
Centre Hospitalier APT;Apt
Centre Menton Plus Sablettes;Menton
Hôpital Nord;Marseille
Centre de vaccination de Valréas;Valréas
Centre Hospitalier d'Orange;Orange
Centre de vaccination CPTS VAL DURANCE;Sénas
Centre de vaccination de Vence;Vence
CPTS Valbonne - Salle de la Chênaie;Valbonne
Centre vaccination La Garde;La Garde
Centre de vaccination Gardanne;Gardanne
Foyer Romano - Foyer des jeunes AUPS;Aups
CPTS Grand Avignon- Espace Robert Dion- Morières;Morières-lès-Avignon
Centre de vaccination d'Istres - Complexe sportif Le Podium;Istres
Centre de vaccination Palais des Congrès de Grasse;Grasse
Piscine Joël Batbedat;Le Luc
Complexe sportif des Marres, SISTERON;Sisteron
Centre municipal de vaccination - Entraigues;Entraigues-sur-la-Sorgue
Centre de vaccination de Châteaurenard;Châteaurenard
Centre de vaccination - CH Hirson;Hirson
Centre de vaccination - CH SOMAIN;Somain
Centre Vaccination Arenc;Marseille
Centre Vaccination Foire Exposition de Brignoles;Brignoles
Centre de vaccination Durance Sud Meyrargues;Meyrargues
Centre de vaccination de l'Hôpital d'Instruction des Armées Laveran;Marseille
Centre de vaccination - Communauté de commune VIMEU Baie de la somme;Woincourt
Centre de vaccination - MSP CREIL;Creil
Centre de vaccination : Maison Médicale de Corbie, Salle municipale de l'enclos;Corbie
Centre de vaccination - HPL CMCO Cote d'Opale;Saint-Martin-Boulogne
Centre de vaccination - communauté urbaine d'Arras, salle Pierre Rapeneau;Arras
MSP Paul BOULANGER;Lille
Centre de vaccination - centre de Ville de Lille (Fives);Lille
Centre de vaccination - CHRSO et CPTS Audomaroise, Salle des sports du pavillon 3 – CH St Omer;Helfaut
Centre de vaccination - Centre Hospitalier de l'Arrondissement de Montreuil, COSEC 2;Écuires
Centre de vaccination - Clinique Saint Omer;Blendecques
Centre de vaccination - CH Chaumont en Vexin ;Chaumont-en-Vexin
Centre de vaccination - CPTS de la Marque;Wasquehal
Centre de vaccination - Institut Médical Rééducation et réadaptation - Breteuil - LNA Santé;Breteuil
Centre de vaccination - CH LENS;Lens
Centre de vaccination - Polyclinique SAINT COME;Compiègne
Centre de vaccination - Clinique Saint-Roch, Salle Rocheville;Neuville-en-Ferrain
Centre de vaccination - MSPP Léonard de Vinci, sur site centre hospitalier Ternois;Gauchin-Verloingt
Centre de vaccination - CH PÉRONNE;Péronne
Centre de vaccination - HOPITAL PRIVE DE VILLENEUVE D'ASCQ;Villeneuve-d'Ascq
Centre de vaccination - CH de beauvais -( bâtiment AZUR pour les adultes et urgences pédiatriques pour les enfants );Beauvais
Centre de vaccination - Centre de ville de Lille;Lille
Centre de vaccination - MSP de Formerie , salle des fetes;Formerie
Centre de vaccination - CPTS Artois-Lys, centre socioculturel Jean de la Fontaine, Lestrem;Lestrem
Centre de vaccination - CH Carvin, Salle Le Patio;Carvin
Centre de vaccination - Ville de CREPY-En-Valois, EHPAD HOPITAL LOCAL CRÉPY-EN-VALOIS;Crépy-en-Valois
Centre de vaccination - CH Soissons ;Soissons
Centre de vaccination - CPTS Artois Lys Laventie;Laventie
Centre de vaccination - Centre Hospitalier de Boulogne-sur-Mer;Boulogne-sur-Mer
Centre de vaccination - CH CREIL GHPSO ;Creil
Centre de vaccination - Ville de  Nogent-sur-Oise;Nogent-sur-Oise
Centre de vaccination- Maison de Santé Pluriprofessionnelle Champagne Picardie Guise;Guise
Centre de vaccination - CPTS du Grand Douai- salle d'Anchin Douai;Douai
Centre de vaccination - Clinique du Cambresis;Cambrai
Centre de vaccination - CH Saint-Amand;Saint-Amand-les-Eaux
Centre de vaccination - MSP de Saint Erme;Saint-Erme-Outre-et-Ramecourt
Centre de vaccination - MSP de Vervins;Vervins
Centre de vaccination - POLYCLINIQUE DU PARC;Saint-Saulve
Centre de vaccination - CH Avesnes, Salle du Bastion;Avesnes-sur-Helpe
Centre de vaccination - MSP de la faïencerie;Sinceny
Centre de vaccination - CH Cambrai, Maison Médicale de garde;Cambrai
Centre de vaccination - MSP LE NOUVION EN THIERACHE LES HIRONDELLES, Salle des fêtes;Bergues-sur-Sambre
Centre de vaccination - Ville de Marck, Complexe Hubert-Seban ;Marck
Centre de vaccination - CPTS du Grand Douai - salle du Chaudron Férin;Férin
Centre de vaccination - CH La Bassée, espace Carnot;La Bassée
Centre de vaccination - CH LE QUESNOY, Salle de sport;Le Quesnoy
Centre de vaccination - CH DOULLENS (Salle Eugène Andrieu  - « Chez Florimond »);Doullens
Centre de vaccination - CPTS Pévèle du Douaisis, Salle la Grange;Orchies
Centre de vaccination - Consultations externes de MERU;Méru
Centre de vaccination - CH Roubaix, Belfort;Roubaix
Centre de vaccination - MSP DE VILLERS COTTERETS;Villers-Cotterêts
Centre de vaccination - CH Seclin (SALLE ROSENBERG);Seclin
Centre de vaccination - ANPS Ville Tergnier;Tergnier
Centre de vaccination - Centre SDIS Lumbres, Salle Leio Lagrang;Lumbres
Centre de vaccination - Centre SDIS Desvres, Ancienne maison intercommunale des services, Rue Claude et rue de la gare;Desvres
Centre de vaccination -  commune de Pont-à-Marcq, Salle polyvalente;Pont-à-Marcq
Centre de vaccination - Mairie de Creil, Salle Voltaire;Creil
Centre de vaccination - Commune de Condé-sur-l'Escaut, MSP;Condé-sur-l'Escaut
Centre de vaccination - Ville de Chantilly;Chantilly
Centre de vaccination - CPTS du pays de Bray;Saint-Aubin-en-Bray
Centre de vaccination -Maison médicale d'Ambroise Paré;La Capelle
Centre de vaccination - CH de Bapaume ;Bapaume
Centre de vaccination - Maison de santé Aulnoye Aymeries;Aulnoye-Aymeries
Centre de vaccination - Maison médicale de Bavay;Bavay
Centre de vaccination - Commune Ardres, salle en étoile ;Ardres
Centre de vaccination - Mairie HESDIN, Maison des Jeunes et de la Culture;Marconne
Centre de vaccination - Ville AIRE SUR LA LYS, RESIDENCE DE LA LYS;Aire-sur-la-Lys
Centre de vaccination - CH ALBERT ;Albert
Centre de vaccination - Commune de Bertry, Salle des fêtes;Bertry
Centre de vaccination - Commune MARQUISE, Salle Capoolco (à côté des bureaux de la CCT2C);Marquise
Centre de vaccination - Commune de Proville, salle SAINT-EXUPÉRY;Proville
Gif-sur-Yvette CVA;Gif-sur-Yvette
Centre de vaccination - CHSA Maubeuge;Maubeuge
Centre de vaccination - Commune BARALLE, Salle des fêtes Henri Guéant;Baralle
Centre de vaccination - Ville de Vitry-en-Artois, salle polyvalente;Vitry-en-Artois
Centre de vaccination - CH Douai;Dechy
Centre de vaccination - Ville de OISEMON, salle des associations;Oisemont
Centre de vaccination - Commune de  Villers-Outréaux, Salle des fêtes;Villers-Outréaux
Centre de vaccination - Commune CHAULNES, Centre socioculturel ;Chaulnes
Centre de vaccination - Ville de Château-Thierry, Palais des Sports;Château-Thierry
Centre de vaccination mobile - Conseil départemental de l'Oise ;Beauvais
Equipe mobile Grenade;Grenade-sur-l'Adour
Centre de vaccination - Ville de Bourbourg, Espace Pierre de Coubertin ;Bourbourg
Centre de vaccination - Commune de Iwuy, Salle de fêtes;Iwuy
Centre de vaccination - commune VIMY,Espace Santé Simone Veil;Vimy
Centre de vaccination - Commune AUCHEL, SALLE Mandela;Auchel
Centre de vaccination CASH de Nanterre;Nanterre
CENTRE DE VACCINATION BERTHEAU;Paris
Centre de vaccination - Commune de Noeux-les-Mines, Complexe du COSEC;Nœux-les-Mines
Centre médical de l'Institut Pasteur;Paris
Centre de vaccination - Sapeurs Pompiers de la Somme - Equipe mobile;Amiens
Centre de vaccination - Gaillant Expo à Douai ;Douai
Centre de vaccination - CH de Tourcoing, Ville de Hem, Le ZYPHIR;Hem
CHSE ETAMPES;Étampes
Centre de vaccination - Commune de Soissons, Centre de secours principal;Soissons
Centre de gérontologie Henry Dunant / Croix Rouge;Paris
Centre de vaccination - CH de Tourcoing, Ville de Wattrelos, salle Pierre Brossolette;Wattrelos
CENTRE DE VACCINATION TAVERNY;Taverny
Mairie du Ve;Paris
Mairie du 11e + annexes;Paris
Centre municipal de santé - Arcueil;Arcueil
Centre de vaccination Paris 20e;Paris
Milly-la-Forêt CVA;Milly-la-Forêt
Montgeron CVA;Montgeron
Centre vaccination Oletta;Oletta
Brunoy CVA;Brunoy
Mairie du 6e;Paris
Centre de vaccination Roye - MSP;Roye
Centre de vaccination de Fort-de-France;Fort-de-France
Centre de vaccination du CH de Capesterre Belle Eau;Capesterre-Belle-Eau
Centre de vaccination - CHIMR Roye (MSP);Roye
Centre de vaccination- Les Champs Blancs;Joigny
Centre de vaccination Cherbourg-en-Cotentin : Salles des fêtes - place centrale;Cherbourg-en-Cotentin
Centre de Vaccination du CH SUD GIRONDE - Site de LA REOLE;La Réole
Centre de vaccination du CH de Sens;Sens
MSP BOUSSAC;Boussac
Centre de vaccination de Bar sur Seine, MSP;Bar-sur-Seine
CHIVA;Saint-Jean-de-Verges
Ancienne ComCom Vosges du Sud - Giromagny;Giromagny
Centre de vaccination - Clinique des Côtes du Rhône;Roussillon
CH de Thuir;Thuir
centre de vaccination MSP Moissac;Moissac
Centre de vaccination du Centre Hospitalier de Brioude;Brioude
CHU DE CAEN NORMANDIE;Caen
Département de la Seine-Maritime – CMS Yvetot;Yvetot
Centre de vaccination - SDIS de la Somme, Ancienne cité administrative;Amiens
Centre de vaccination de Saint-Avold - SOS Santé;Saint-Avold
CENTRE MARANS;Marans
Centre de vaccination SDIS de Chauvigny;Chauvigny
Centre social Colucci;Montélimar
Université Evry;Évry-Courcouronnes
CH ST YRIEIX;Saint-Yrieix-la-Perche
Centre de vaccination - CHI Clermont;Breuil-le-Sec
Centre de vaccination - Maison de Santé Pluriprofessionnelle de Fruges;Fruges
Relai ambulatoire de vaccination;Villerest
Salle RECROIX, Le Cannet;Le Cannet
Centre de vaccination - CH LAON;Laon
centre de Chatelaillon;Châtelaillon-Plage
Centre de vaccination de Sancoins - MSP en Berry;Sancoins
SOS Médecins LE PONTET;Le Pontet
Centre de vaccination de Fos-Sur-Mer;Fos-sur-Mer
Centre vaccination Avenue 83;La Valette-du-Var
Centre de vaccination éphémère itinérant ARS971 : Capesterre-Belle-Eau;Capesterre-Belle-Eau
BRAZEY-EN-PLAINE Salle polyvalente Georges Balme;Brazey-en-Plaine
Centre de vaccination - Centre SDIS Avesnes Le Comte, Salle Jacques Nirdol;Avesnes-le-Comte
Gymnase Cabot;Châlons-en-Champagne
Relai ambulatoire vaccination -MSP Charlieu;Charlieu
Centre de vaccination - Ville de Compiègne, Site de l'ancien Intermarché;Compiègne
Centre Vaccination BARBENTANE - Salle communale;Barbentane
Evry CVA Ilan;Évry-Courcouronnes
Centre de Vaccination Millau;Millau
Centre de vaccination - Commune de Solesmes, centre médical;Solesmes
Centre de Vaccination éphémère de Mary-sur-Marne CC Pays de l'Ourcq ;Mary-sur-Marne
Barnum FFSS 92;Bourg-la-Reine
Centre de vaccination de l'Hôpital de Thizy;Thizy-les-Bourgs
Site Lucine;Audincourt
CHATILLON-SUR-SEINE Salle Luc Schreder;Châtillon-sur-Seine
Salle Pierre Mendès France – Nogent-le-Rotrou;Nogent-le-Rotrou
Centre de vaccination grand public - Espace Paul Bert;Dreux
Centre Intercommunal de vaccination Covid 19 - Le Forum - Les Angles / SIDSCAVAR;Les Angles
Espace La Villette;Hyères
Salle Jean Lurçat Jarny;Jarny
Centre de vaccination - Clinique des Jockeys;Gouvieux
CV Joué-les-Tours;Joué-lès-Tours
Centre de vaccination - Maison communale d'animation;Wormhout
Vaccibus Action Mission locale Nord Sarthe;Mamers
Arpajon CVA;Arpajon
Centre de vaccination Paul Boulanger;Lille
Centre de vaccination -Communauté d'Agglomération du Beauvaisis, Centre commercial Jeu de Paume;Beauvais
Centre de vaccination - Ville de BETHUNE, Foyer Francois Albert;Béthune
MONTPELLIER CVP Bouisson Bertrand;Montpellier
Relais ambulatoire vaccination-MSP Savigneux ;Savigneux
Centre de vaccination de Puget Théniers;Puget-Théniers
Clinique du Cap d'Or;La Seyne-sur-Mer
Hôpital Conception;Marseille
MSP de Roquestéron;Roquestéron
Centre de vaccination - Centre des congrès de Vierzon;Vierzon
centre de vaccination de Grand charmont;Grand-Charmont
Salle des fêtes - Chateauneuf en Thymerais centre éphémère;Châteauneuf-en-Thymerais
Centre de vaccination de Belfort ;Danjoutin
Montbéliard;Montbéliard
Centre de Santé Infirmier - Association Agir pour la Santé à Domicile;Pont-de-Roide-Vermondans
Centre de vaccination de Grenoble - Centre départemental de santé;Grenoble
CMS Neufchâtel en Bray;Neufchâtel-en-Bray
Maison de santé de la vallée d'Aulps;Saint-Jean-d'Aulps
Centre de vaccination de Confluence /Hospices Civils de Lyon;Lyon
Département de la Seine-Maritime – CMS Fécamp;Fécamp
CP - US de Condé sur Sarthe / Centre Pénitentiaire Alençon-Condé-sur-Sarthe;Condé-sur-Sarthe
CH FECAMP - HALL DU RDC;Fécamp
Vaccinodrome SDIS 76 – Le Havre 2;Le Havre
centre de vaccination Yvetot, clinique Hemera;Yvetot
Département de la Seine-Maritime – CMS Maromme;Maromme
VaccinAréna;Rouen
Bray et Bresle Centre de vaccination COVID-19;Forges-les-Eaux
Centre de Vaccination de l'étoile;Saint-Martin-d'Hères
Centre de vaccination - Hôpital de la Croix Rousse- HCL;Lyon
Centre de vaccination éphémère Sermaises;Sermaises
Centre de vaccination de Rumilly Salle des fêtes municipale;Rumilly
CENTRE HOSPITALIER  ANNECY GENEVOIS;Epagny Metz-Tessy
Centre de vaccination - Mairie de Claix;Claix
centre de vaccination d' Ambert - Maison de santé pluriprofessionnelle Ambert;Ambert
CENTRE HOSPITALIER  DE ROANNE ;Roanne
SDIS;Le Puy-en-Velay
QUIMPER - Salle des fêtes Dan Ar Braz;Quimper
Centre de vaccination mobile du département de la Loire;Saint-Étienne
Relai ambulatoire vaccination-MSP Ambierle ;Ambierle
Centre de vaccination COVID Ad Hoc de BEAUFORT;Beaufort
AUTRE ETB;Guéret
Centre de vaccination de la clinique Pasteur de Guilherand-Granges;Guilherand-Granges
Centre de vaccination de Privas - POLE MAURICE GOUNON PRIVAS;Privas
Relai ambulatoire - Pôle de Santé de Bourg-St-Andéol;Bourg-Saint-Andéol
Centre de vaccination de l'hôpital du Carbet;Le Carbet
Centre de vaccination du CH du Puy en Velay (Emile Roux);Vals-près-le-Puy
Vaccinodrome;Le Lamentin
PMI GUERET;Guéret
Centre de vaccination du CHUM;Fort-de-France
CH GUERET, ESPACE CREOLE;Guéret
Centre de vaccination de St Jean le Centenier - Salle polyvalente espace gare;Saint-Jean-le-Centenier
Centre de vaccination de Lamastre;Lamastre
Relai ambulatoire - pôle médical Lône santé;Guilherand-Granges
Centre de vaccination pédiatrique Covid-19 - Bugey Sud;Belley
Centre de vaccination de Bugey Sud - Salle polyvalente;Brens
Centre de vaccination Covid-19 - Tricastin-Drôme Sud Provence;Saint-Paul-Trois-Châteaux
Centre de vaccination - Pôles d'Équilibre Territorial et Rural (PETR) de Château-Thierry, parking du CH;Château-Thierry
Centre de vaccination - Office Français de l'immigration et de l'intégration;Lille
Ville de Meaux;Meaux
Centre de vaccination - CPTS Lens La Gohelle,;Lens
Centre de vaccination - Commune Etaples, Salle de la Pyramide ;Étaples
Centre de vaccination - CH Arras;Arras
Centre de vaccination - Ville de Calais (Salle Minck);Calais
Centre de vaccination - CH DUNKERQUE;Dunkerque
centre de vaccination - Mairie de Saint Just en chaussée, L'OPUS;Saint-Just-en-Chaussée
Centre de vaccination - CH Abbeville, Mairie Abbeville ;Abbeville
Centre de vaccination - Centre Hospitalier de Valenciennes et CPTS du Valenciennois 2, Salle JEAN MINEUR;Valenciennes
Centre de vaccination - Commune de Marle, Salle Simone SIGNORET;Marle
Centre de vaccination - Ville de Saint-Quentin;Saint-Quentin
Centre de vaccination - CH Fourmies;Fourmies
Centre de vaccination - Le Nouvion-en-Thiérache MSP;Le Nouvion-en-Thiérache
Centre de vaccination - CPTS LITTORAL EN NORD, Atrium;Grande-Synthe
Ville de Saint-Cloud;Saint-Cloud
Centre vaccination CHALON SUR SAONE - Rue de La Banque;Chalon-sur-Saône
Centre vaccination MACON - Salle Le Pavillon;Mâcon
Centre de vaccination - Sapeurs-pompiers de l'Aisne - SDIS 02;Laon
Centre de vaccination - KURSAAL;Dunkerque
Centre de vaccination - Hopital Saint Philibert GHICL ;Lille
Centre de vaccination mobile - Bus vaccinal Aisne ARS DT02;Laon
Centre de vaccination - CH Armentières;Armentières
Centre de vaccination - commune de Caudry, salle du Val de Riot;Caudry
Centre de vaccination - CH Denain, centre de santé (Salle Pierre Baudin);Denain
Centre de vaccination : CH Hazebrouck;Hazebrouck
Centre de vaccination - Polyclinique de Grande Synthe;Grande-Synthe
Centre de vaccination - Hopital Saint Vincent GHICL;Lille
Centre de vaccination mobile - Office Privé d'Hygiène Sociale (OPHS);Beauvais
Centre de vaccination mobile - Communauté de communes Somme Sud-Ouest;Poix-de-Picardie
Centre de vaccination - CH Béthune, Service Aire cancer ;Beuvry
Centre de vaccination - CPTS Lievin Pays d'Artois, Salle Gilbert Régnier;Liévin
Centre de vaccination de Sannois;Sannois
Centre de vaccination municipal d'Argenteuil;Argenteuil
Gymnase Nelson Mandela ;Goussainville
MAISON DE QUARTIER VALERY WATTEAU;Sarcelles
MSP Souillac;Souillac
Centre de vaccination pédiatrique d'Alfortville;Alfortville
MORLAIX - centre hospitalier;Morlaix
DOUARNENEZ - Espace sportif Jules Verne;Douarnenez
ST-MALO - Piscine du Naye;Saint-Malo
Centre intercommunal de vaccination - Viarmes;Viarmes
MONTFORT SUR MEU-COSEC;Montfort-sur-Meu
RENNES - C.C. Alma;Rennes
BRUZ - CDV Parc Expo;Bruz
COMBOURG - Espace Malouas;Combourg
CH INTERCOMMUNAL DE VILLENEUVE SAINT GEORGES;Villeneuve-Saint-Georges
Centre de vaccination - Hopital privé Saint Claude (ELSAN);Saint-Quentin
Centre de vaccination - MSP de Fère en tardenois;Fère-en-Tardenois
Centre de vaccination du Centre hospitalier de Givors;Givors
MSP CATUS;Catus
Centre de Vaccination Créteil;Créteil
PLERIN - Hôp. Privé Côtes d'Armor (enfants);Plérin
Clinique générale de Marignane;Marignane
Centre de vaccination - SISA MSP DE CREIL VERS LE PROGRES;Creil
Centre de vaccination- CHU Amiens;Amiens
Centre de vaccination - Centre de vie Jacques Desalangre;Tergnier
Centre de vaccination - MSP Pôle de santé du Haut-Escaut, salle de fête de Gouzeaucourt ;Gouzeaucourt
Centre de vaccination - CPTS Val de Sambre, Ville de Jeumont,  Salle Timmermans;Jeumont
Centre de vaccination - Commune de Masnières, Salle du Bicentenaire;Masnières
Centre de vaccination - Mairie d'Onnaing;Onnaing
Centre de vaccination - POLYCLINIQUE VAUBAN;Valenciennes
Centre de vaccination - CH Senlis GHPSO;Senlis
Centre de vaccination - Mairie de Chambly, Maison de santé;Chambly
Centre de vaccination - SDIS 02, Espace Claude Parisot;Soissons
MSP VAL DE VIENNE;Aixe-sur-Vienne
Centre vaccination CESAM 13;Marseille
Centre de vaccination - Clinique de Flandres;Coudekerque-Branche
Centre de vaccination - CH LE CATEAU;Le Cateau-Cambrésis
Centre de vaccination - Centre Hospitalier Intercommunal de Compiègne-Noyon, site de Mercière ;Compiègne
Centre de vaccination - Polyclinique De la CLARENCE;Divion
Centre de vaccination - Centre SDIS Bruay La Buissière, salle Marmottan;Bruay-la-Buissière
Centres de vaccination d'Epernay ;Épernay
Centre de vaccination – Mortagne;Mortagne-au-Perche
CH Saint-Dizier;Saint-Dizier
Centre de Vaccination Ambulatoire de Vitry sur Seine;Vitry-sur-Seine
Centre d'ORLY;Orly
Centre Maison de santé L'île Rousse;L'Île-Rousse
Centre de vaccination de Sainte-Marie-Aux-Mines;Sainte-Marie-aux-Mines
Centre Hauts de Bienne - Morez;Champagnole
Centre de vaccination - CH Saint Céré;Saint-Céré
MSP Lamagdelaine;Lamagdelaine
Centre de vaccination - Cahors ville ;Cahors
HALLE AUX TOILES;Alençon
Unité pédiatrique CH de Flers;Flers
Centre de vaccination - CPTS Val de Sambre La LUNA;Maubeuge
Centre de vaccination CESSENON (Maison de santé);Cessenon-sur-Orb
CDV31 Bagnères de Luchon;Bagnères-de-Luchon
CDV31 Colomiers;Colomiers
Salle polyvalente du Mouzon;Auch
CH Jean Rougier - Cahors;Cahors
CENTRE DE VACCINATION DE LANNEMEZAN;Lannemezan
Communauté Professionnelle Territoriale de Santé Sud Allier;Saint-Pourçain-sur-Sioule
Ville de Bagneux;Bagneux
MASSY- Carrefour CVAE;Massy
Massy CVA;Massy
EMV Etampes;Étampes
Paray-Vieille-Poste RAV ;Paray-Vieille-Poste
 Vigneux-sur-seine RAV;Vigneux-sur-Seine
Milly-la-Forêt RAV ;Milly-la-Forêt
Salle Osco-Manosci;Manosque
CH de Lisieux;Lisieux
CH Aunay Bayeux;Bayeux
Centre de Vaccination Ambulatoire de Thiais;Thiais
Département de la Seine-Maritime – CMS Elbeuf;Elbeuf
Mairie d'Arcachon -Salle Polyvalente Tir au Vol;Arcachon
Centre de vaccination de Bourgoin-Jallieu - Maison du département - Porte des Alpes;Bourgoin-Jallieu
Centre de Vaccination CHRO;Orléans
Centre de vaccination de Dieppe- Salle des Congrès;Dieppe
Centre de vaccination de Micropolis;Besançon
Relais Ambulatoire de vaccination MSP Nemours;Nemours
Centre de vaccination Place d'Arc;Orléans
APST Equipe mobile;Blois
CH BLOIS - CV département - équipe mobile;Blois
CPTS Val de Seine;Les Mureaux
Relai ambulatoire de vaccination - MSP du Grand Centre;Saint-Ouen-l'Aumône
CHU BORDEAUX - SITE PELLEGRIN;Bordeaux
HOPITAL SUBURBAIN DU BOUSCAT;Le Bouscat
Centre de vaccination Livry-Gargan;Livry-Gargan
Centre de vaccination - Le Blanc-Mesnil / Marie du Blanc-Mesnil;Le Blanc-Mesnil
Centre de vaccination Croix-Rouge Saint-Denis Hôtel de ville;Saint-Denis
CHI Robert Ballanger (Aulnay);Aulnay-sous-Bois
AVICENNE (AHPH - BOBIGNY);Bobigny
Centre de vaccination - salle municipale l'Embarcadère (Aubervilliers);Aubervilliers
Centre de vaccination Stains - CMS Colette Coulon;Stains
EMV Clichy-sous-bois;Clichy-sous-Bois
Centre de vaccination Tremblay en France, salle Ferrat;Tremblay-en-France
Salle des fêtes Marcel Pagnol;Neuilly-sur-Marne
CH de Kourou - délocalisé à la médiathèque de Kourou ;Kourou
CP - Centre Pénitentiaire de Ducos / Centre Pénitentiaire de Ducos;Ducos
Centre de vaccination du Marin;Le Marin
Centre de vaccination de Cluny;Fort-de-France
Centre de vaccination Covid-19 du Centre des Congrès de Jonzac;Jonzac
Centre de vaccination - MSP de Bohain en Vermandois;Bohain-en-Vermandois
Centre de vaccination- CH Saint-Quentin;Saint-Quentin
Centre de vaccination Reichstett;Reichstett
MA - US de Niort / Maison d'Arrêt de Niort;Niort
Centre de vaccination de Noron - Niort;Niort
CENTRE DE CIVRAY;Civray
Centre de vaccination Annecy Glaisins;Annecy
CENTRE DE ROCHEFORT;Rochefort
Centre de vaccination  - CPTS Bergues - Bourbourg - Hondshotte, Salle du foyer socio-éducatif;Bergues
Centre de vaccination - CHIMR EHPAD Lucien Vivien;Montdidier
Centre de vaccination de Mulhouse - Parvis Palais des sports;Mulhouse
Centre de vaccination de Saint-Louis;Saint-Louis
Centre de vaccination de Colmar - Parc des expositions;Colmar
Centre hsopitalier de Rouffach;Rouffach
Centre de vaccination de Cernay - Complexe sportif Daniel Eck;Cernay
Centre de vaccination  La Bourse de Strasbourg ;Strasbourg
Vaccinodrome  Sapeurs Pompiers  STIS 67;Strasbourg
Centre de vaccination Drulingen ;Drulingen
Centre de vaccination St Luc Schirmeck - antenne du groupe Saint Vincent de Strasbourg ;Schirmeck
Centre de vaccination Sébastien LOEB;Haguenau
Centre de vaccination du Pays de Niederbronn-les-Bains et de Sauer-Pechelbronn;Mertzwiller
Ville de Montbrison -Salle des Arches ;Montbrison
Centre de vaccination de St Dié des Vosges (Palais Omnisports);Saint-Dié-des-Vosges
Centre de vaccination - BEAUMONT SUR SARTHE - Maison de Santé;Beaumont-sur-Sarthe
Relai ambulatoire vaccination AMSID à Domène;Domène
Relai ambulatoire vaccination - MEDECINS 7/7;Grenoble
Relai ambulatoire vaccination - SOS Médecins Grenoble;Échirolles
Centre de vaccination de Suippes ;Suippes
Centre de vaccination de Joeuf - Salle François de Curel;Jœuf
Relais ambulatoire de vaccination - MSP de Beaumont;Beaumont
Relai ambulatoire de vaccination - Centre de soins infirmiers ;Saint-Rambert-d'Albon
Relai ambulatoire de vaccination - Maison de santé Drôme des Collines et des Chambarrans;Le Grand-Serre
Centre de vaccination du Centre Hospitalier d'Issoire;Issoire
CHRU REIMS - maison médicale de garde;Reims
Centre de vaccination de DORMANS;Dormans
Centre de vaccination de Fismes;Fismes
"Relai ambulatoire de vaccination - Pole de Santé ""Santé en Vercors";Lans-en-Vercors
Centre de Vaccination de Bagnoles de L'Orne;Bagnoles de l'Orne Normandie
Relai ambulatoire de vaccination - Maison de santé Rose des Vents;Valence
Centre de vaccination de Vitry-le-François - Le Manège;Vitry-le-François
centre de vaccination de FERE-CHAMPENOISE;Fère-Champenoise
